#prodID	Amazon ID
58405	6303910130
44798	B000SFJ4L8
81569	B000H89TYI
3173	6302261910
30607	B000GIXIN2
76379	B003H6KRKC
13285	B00000FBP2
76598	6300268764
66062	B001LQCIA2
33106	B000IAWW8K
36316	B000059LHR
64727	B0001OGVGC
81962	B00429UEN8
6185	B0000A9GHI
46631	B000S76N5G
81099	B0036X491O
72163	B0010R08N6
24180	6304413424
3427	B0000A9GHE
1022	B0000A9GHD
76125	B003BNCMTU
1123	B000A7DVZO
3162	B0000A9GHY
5909	B0008KLW4A
23776	B0001S0TOS
75366	B002YNS7CO
5222	B0000A9GHS
79906	B003FSTVFE
24368	B0000687IG
65364	B002C6A6F4
12699	B0002B54Y4
85304	B004I6KDJ0
79395	B003BNCMT0
12042	B0000687IW
35188	B0000687IT
32529	B000GIW95K
11488	B0000687IS
29125	6301697367
28060	B00063QD8Y
28721	B000F2CA5G
63792	B001LQCIAC
7279	B00019G8E2
49014	B0017RFY56
70223	B002MRRRAA
43436	B000GPEXXE
48878	B0011Z1SIQ
45477	B000GIXINC
20108	B000092Q90
55407	6302718864
6877	B0000YAEG6
77040	B003LRXAXI
77170	B000GETTK2
20054	B0009RS088
70704	B002ISWOIS
37578	B000LPS39O
28251	B000EQ5Q0O
37000	B0001LYFI6
19376	B001VPJZPO
40884	B000AYEIKO
88652	B002SF9YLQ
19147	B00001U0GG
59980	B000UJPY70
13612	B0006H31K8
69281	B002N1AE4G
23791	B000E33VZ4
12784	B0001UNF4M
62680	B001N3BD22
47017	B000AARKGC
29596	B000GFLKH6
88117	B004AMNMYA
50406	6302308186
58188	B0002TSZOC
41022	B0002TSZOM
8755	0767014499
63998	B001NRIURO
30571	B0002TSZO2
10699	B0002EJ7JE
48789	B0002804F6
77811	B002SF9YCU
76729	B000GFLKHQ
9438	B0001ZX0GA
9739	B0002EJ7JY
87217	B0037A2WS8
23724	B000E33VZO
44336	B000V78SRO
68231	B002CVQAVI
78120	B003FT8QNG
14774	B0006JF9Z6
45933	B000W04RWK
11444	B0000YAEGQ
45890	084237681X
54835	B001DPHDCE
42151	B0076822HS
32543	B000J236FU
36134	B0000YAEGG
3134	1592802427
37715	B000MR9C46
12466	B00069WF9E
40949	B0025VLEL6
3153	B0000CEY2E
54771	B00155X54M
17452	B0009E326G
4281	B00005Q2YY
76831	B003BZ58SU
21084	B000AQKZ7W
84321	B0045HKF1I
77995	B000G196TO
11573	6302002524
20927	6303312640
87940	B0038WU0MA
76432	B0046UY4N4
44316	B000JK8O8Q
6925	B0013GGC1G
70933	B0007KVEMQ
40334	B000AQKZ72
52607	B001CS12FG
47544	B000N6UDHQ
84669	B000N6UDHG
23795	1891498029
83921	B0002OXUQU
49420	B000BGQUQG
84694	B00333BMSA
80123	B003ASVPXU
23429	B0002WYROG
24967	B0001Z936G
43216	B000ILYYZ8
36223	B000HLDFOA
72514	B000HLDFOK
9099	6304237685
60102	B001KZAP2C
25188	B00091QSU6
8417	B0001Z936Q
12712	B0002F8MBC
13495	B00079FUI6
31722	B0001NBMCG
4859	B0007TKHFC
1300	B0000D0XZ4
24473	B000E8NPDC
77553	B002W650A0
47323	B000VKL6VQ
42338	B000UAE7QI
36336	B0013NQ4NU
59798	B001N2PRZW
47177	B000WTZ6EE
79177	B0037ZJEE8
10780	B00004WI6C
1311	B00004WI6A
27244	5555225067
43739	B000UAE7QS
28319	B00004WI6E
13354	B00009PBN1
86278	B004NS030C
37772	B00004WI6I
1899	B00008H2FK
18232	B0009A402K
14479	B000207NO4
78322	B003CN5S9A
42469	B000RZIH6C
56486	B001G8V4NM
64321	B001PJRASK
2110	B0000A1QO7
39368	B0000A1QO4
49414	B000U34SU0
7968	B0062U372U
65169	B000RZIH6W
71134	B002NTDX8C
17496	B000A5043I
66651	B001PJRAS0
59867	B001ONY44A
40867	B000NIVND2
70076	B001TOE85E
44303	B000RW3Z1W
12620	B0001HAHUK
74505	B0041VKZRW
43993	B000SAAT1M
79771	B0030BYWPU
1156	B0001B3YQU
79942	B002W650AK
58596	B001D8PLNO
43495	B000UAE7Q8
4373	B000065NBI
4384	B000065NBJ
36725	B000KHX708
50517	B001EAWLCK
78551	B0007ZTR7K
81523	B00141VKGW
65384	B0010OIP2K
7718	B0000C5044
24323	B000CSTKK6
66832	B0023S4AUI
206	6302859123
58979	B002R8EK4U
84640	B002QEXBG8
16091	B0007OP1NK
46051	B000QGE842
38973	B000SAAT1C
41011	B000MGVCYA
51977	B0014CKCLU
63490	B000VT6NEC
73688	B001R123WE
22874	B002QEXBGS
44321	B0079GMZ6U
44266	B000QGE84M
86532	B001AB29HA
56429	1934111058
43797	B000IU3YGY
21947	B0006IION6
45013	B000QGE84W
67525	B001AB29HU
52269	B0014CKCLK
20989	B000QRIKBI
11385	B0002IQD5Q
63901	B000SE704W
44867	B000FEYFRK
36576	B000298VUK
73404	B0030BOCFK
78487	B0056DCRES
34204	B000CSTKKQ
35931	B000KHX70I
24459	B000BY7YZ4
15713	B0006N2DVK
70268	B000OUVL4K
69371	B0009F4Z1G
24431	B000E0OE4O
85331	B00134KTEE
24607	B000AY2K4A
24951	B000E0OE4E
82613	B00400CPQS
24126	B000E0OE4Y
19588	1563461323
43256	B0009F4Z1Q
23818	6303540120
51324	B0014F9V0U
18027	B000294T74
67534	B002NK4HRW
79603	B002ZOBDQY
72495	B001GN3J2G
22949	B000BDGVR2
7555	B0000039P8
82571	B0013G4CD6
71663	B00110MPAG
30650	B00067R1AO
46986	B001806G04
15238	B0001BH49S
24442	B0000039PG
22985	B000BDGVRW
71821	B00347AILW
68116	B009F2ZRPC
75371	0739068369
16562	B0000039PP
54905	B000JU8H56
26151	B000FFJ826
57227	B000PD3LO4
25500	6305054002
47327	B000UNYJPY
22736	B0007Y4SUM
47424	B000294T7E
17208	B0007PALPW
60710	B000UNYJPO
86205	B004KPD1IO
61677	B000RO9PVE
25100	B0028O9Z9S
51928	B001BDV3YW
22328	B000E0OE44
49997	B0000639JD
3523	B0000639JF
37363	B0000639JG
13791	B0000639JL
16915	B0000639JH
13440	B0000639JJ
18150	B0000639JK
84479	B00451WFRG
7411	B0000639JS
7330	B0001OGVZS
67896	B002BLNGU2
26456	1576227294
39390	B000M5K9ZE
82064	B0031ZHABS
35445	B000HC2LWG
44628	B000S0GYN4
53822	B000O785Y2
49571	B000V7HFLE
50608	B000HC2LWQ
88052	B004LWG3Z4
27321	B0009F4Z02
64063	B001UFPJK0
17929	B000WBZ5SO
22673	B0060D0SYE
53575	B0013F2ESM
64178	B0011NVC2U
81432	B0009N11MY
81505	B003Z6HSEM
43552	B000VNMS6U
33700	B000LXSMAG
25626	B000AJJN2C
78586	B004LOXOM2
35755	B000M5K9Z4
81578	B0041JLUL4
32699	B000HC2LW6
13423	B0007759A2
9522	B0000AISIZ
45325	B000S0GYNE
49933	B0011NVC20
49945	B0014X4XKA
70020	B002BLNGUM
42859	B000AQKV62
33855	B0001FFJSW
63732	B001Y44F9S
80358	B002SG8X30
14038	B00092ZLS0
50807	B0010YVC9I
33899	B0001FFJSM
76050	B0001J2KJ4
84825	B004GJYR82
86342	B0000639J2
73271	B00359FGA2
49252	B000T28Q0A
1324	B0000639J8
50218	B0012SCS22
8129	B0001FFJSC
12235	B0006FRZ20
64420	B003H6Z0KY
75453	B000I8OMFS
70033	B00008N729
38957	B004D9ZWB6
15017	B0001WTV48
72044	B000I8OMFI
6713	6302492637
8110	B001FTLO4Q
34423	B00008G6JS
47299	B00008G6JT
54775	B00008G6JW
27608	B000KN7C30
37184	1561589136
45031	B000V9P5PA
66332	B000NJWAGK
12369	B001FTLO4G
21585	B000E97HVM
56439	B000VSSQMA
60061	B000LC57O6
31781	B000E97HV2
16367	B000CQKZPW
73563	B002WY64HU
47836	B000ZDQIA8
20300	B00005R27K
22587	B000AP31F6
17258	6301661133
47991	B000NY1EEY
36737	B0000C47Q7
85622	B004V6JPVE
84408	B002WY64HK
3318	1878558072
14815	B0001WANWW
81195	B003SLEDHO
79317	B003B2UJZ0
41202	B00000JQ8M
66551	B003SLEDHY
79396	B0008G2INS
11085	B0001WANWC
2545	B00005M2H3
10758	B00024ERG2
7911	B00008N72N
75876	B00109U8AW
19096	B0001O3YQW
78123	B0039UU3N2
33708	B00004CYF8
21993	B000AE8KVM
59801	6301328019
41103	B000TGJ8AS
21649	B0009IXRIU
54715	B000051S5R
40175	B000M4IF60
64698	B003D8PALU
13319	B0001EQI0Q
21170	B0009WPLVM
2191	6302703042
68828	B0009WPLVW
4258	B000065B0F
67777	B001W8K3AQ
26971	B000051S5O
31733	B0009IXRIK
27971	B000FKO420
86980	B000C102DW
3359	B000051S53
73910	B002ZUOZRW
43377	B000JJSLXA
8583	B0001EQI06
60338	B001FRNOKA
12844	6301708075
25250	B0009WPLV2
87570	B0046XK8GS
75567	B002BO2RSQ
68070	B000JJSLXU
50274	B008I34YDK
39962	B0009U8Z62
27856	B000ECX0GK
56086	B001H9N1AO
4860	B0000E1WMV
75668	B0032LV4M2
47402	B000S1MM7U
19748	B0002DVAFE
87275	B004079D7A
17717	B0000E1WMA
50698	B0013FDSIC
37977	B000M7XR9W
30505	B000A8AX6I
10691	B0000AC8NN
11813	B0000E32YW
8944	B0001Z36ZA
87156	B002BO2RSG
61333	B000K7I6DG
54547	B000PUB5AE
11942	B0002WZRUO
38612	B000G1R38A
26791	6303100252
52782	B001AMSG1M
79005	6305079285
4148	B0000UX55W
74566	B001IAP8NK
60301	6302990041
29848	B0007MTWSM
76042	B00023BN92
35401	B000RFV14C
45987	6302610567
36165	B000T433NS
79322	B004ZIFNDW
6586	B0001HAHNC
14397	6301646134
40280	B000P6B0A8
15971	B0007LPS2W
25949	B000CRR2OS
84847	B004FHCHAA
22185	B000AOEPMU
5501	1568143044
50427	B002ZXMKEY
42138	B000FTW32O
71335	B003B95AW0
68602	B001OJ1PPA
21634	B0000V48EI
77940	B003KSBOTA
10570	B0002NRRBA
72404	B003L16FB8
82644	B000CPHA5G
48348	B00005N6SB
64146	0767005554
18356	B0006PILZK
9827	B0002IQINI
14919	1878963511
39974	B004HY8NZE
40121	B000A59PME
51931	B0007UZN3M
36355	B002V8XJ4I
41167	B004H83IOQ
12117	B00013D4RC
14934	B00014NEGC
76018	B004DH10F0
9503	6302794137
26980	B000JJHYQK
12222	B0002IQINS
34720	6303566820
16841	B00014NEGW
25047	B000EBGE5U
67662	B0026RB2J8
52938	B00195I3OA
40210	B000EMSM68
74852	B003K56VJ6
26448	B0009GV9DC
8177	6305506655
3700	6301395743
5363	B00004Z1G4
55898	B00195I3OU
10770	B0002YXYY8
43971	B000UUX2O6
66177	B001KX50AQ
47455	B00196YO56
71469	B002SQJFTQ
53424	6301986660
81570	B000INBFSA
1600	6301222334
1545	6302994438
16114	0780023412
3392	B000EMSM6I
46181	B000WS6Y9Q
45543	B007RVUDMK
82091	B003YOZNGA
19616	B0007LFPQG
57479	B0019BI0W4
12314	B0033PSHAE
12669	B000ASKKH0
34048	B000BI5MPY
50792	B000054OSZ
16964	B0007WFXVM
75991	B003AN9RVW
4788	B0000DZ3EG
27020	630538889X
38765	B000O76TWC
8598	B00265V4HK
69265	B002LYD2KI
66005	B001MVB77Q
82850	B003L77GME
134	B0002HODD6
63227	B0002OXV1Y
73864	B002PA0QN4
20639	B0002OXV1E
20964	B00004RYT9
23347	B00008T4BQ
32470	B0009WWEDA
31086	B000FFJ8OE
29290	B000B8QFXC
86107	B0041ONFCQ
73958	B002W1HBL6
80745	B0041T50J2
81467	B0043988HG
69117	B0029ZUQB2
64553	B000X9NPYQ
33829	B00063QDBG
49259	B0013XZ6R0
70194	B001PM1YMU
21939	B008TWTP5W
69330	B002LMSYM6
85381	B004KEJ120
62278	B000CQO1NE
6042	630365441X
57257	B000W7GQPE
1903	6304926731
50822	B0013XZ6RU
51685	B0016BIAQI
69557	B002Q5O6YI
78636	B000JJS9FU
61345	B0029ZUQBC
27562	B000EDWLUK
47792	630443815X
5953	5559857300
63562	B001O4C6LM
81479	B0012DT2Y4
62441	B003ALCE46
51256	B0013XZ6RA
10341	6304273924
80309	B001TND12G
63252	B00140PK8W
32324	B000OLGCIE
11256	B0002HODDQ
69029	B002LYD2K8
49192	B00140PK8C
74260	B00328HS70
37223	B0000EMYMH
69664	B001TND12Q
8881	B0002C4GVA
23156	B001A3LNWA
8811	B000K29CE8
73966	B002W1HBLQ
75508	B002N8AQL0
56527	B001AIRUOA
2249	B0000A2ARV
5303	B000A0ED1M
20502	B000AM4PJK
71470	B002SB973A
60355	B000E3LD4A
62012	B003LPI1PC
31110	B0009X24RA
31954	B000NQQ4ME
61168	B001L7XFPS
67049	B002DYKPGK
66682	B002WJ1NWG
59509	B0018ARSJM
8	B000078UJW
12395	6303425496
9826	B000VSMUOA
47215	B0010X7464
74607	B00331RHF4
98	B00007JZW6
38041	1895404576
46840	B00007JZW2
50775	B0016G8HX4
71849	B0009UC1R6
65726	B001HVZOL6
3458	B0000APVF8
54650	B00007JZWF
20886	B00007JZWG
22012	B000AARKQ2
68397	B0010X746Y
4974	B00007JZWC
676	B00007AJHV
16227	B00007AJHR
1851	B00007AJHS
40530	B00007JZWI
4864	B00007AJHN
85982	B00007JZWP
15259	B003V2IHBI
79503	B004ZLYEOS
61638	B0010X746E
36653	B003E3ZWF8
22793	B00004RNNS
88227	B004EL5NIU
54182	B000GI3KLC
83929	B003NHPCFA
48887	B000GI3KLM
17657	6302714664
37382	B0006N2E9Q
47791	B000EPFTYI
87587	B004EL5NIA
55825	B001AIRUO0
62859	B001RJXBDQ
78358	B003ES5JTW
48701	B000MEYK6E
43576	B0012OX7EO
55126	B001E6JC26
14227	B00061Q9IU
17763	B002RPK20E
42745	B000R7HXYM
21374	B00014X8KY
44118	B000R7HXYW
34070	B000JK8O7M
790	B007EM6FFQ
46457	B000NDEX5M
76189	B003B56IE8
57026	B000XJ5U8U
2782	B00007M5JM
4586	B0002ABUP2
47247	B000I2JDJ4
12488	6300215202
14371	B0006Z2NBI
42853	B000NDEX5W
48191	B000NL0OTI
21916	B000BITUF2
21184	B0009VIHNW
3228	6304467044
56589	B00193PUW0
65711	B0027ZH9HI
75413	B0032LV4MW
58739	B001FEO7G8
50351	B000BO0LAE
8826	B0085OEKXQ
23415	B0090XLDO0
21340	B0009VIHNC
48247	B000NDEX52
86603	B004LROMSO
46576	B0012F0S36
10886	B0002WZSXU
49791	B0002VEOXG
18272	6301558383
85426	B004KCIO52
56057	B001E6JC2G
35135	B000ZPRHIS
11156	B000NS1UKS
41856	B000Q7ZKY8
25059	B000E6EGT6
9721	B0000AOWME
8467	B0000AOWMF
70363	B002IDVUG0
27877	B000EU1Q0Y
58012	6302426693
9157	B0001IXTH2
66001	B0000DCXY0
35236	B000A8AX1I
2649	B0000APVFU
83916	B00007CVUM
14181	B0001FVEMM
18429	B0009E32H0
26855	B000EU1Q0O
43250	B0009X5814
64660	B001JZEC2W
52661	B000EU1Q0E
28889	B000GHM49C
51490	B00180R07W
24049	B000ECX088
38147	B001BPJJ1E
74954	B004RONV5G
85844	B004HHX9IM
5996	B00007G1TS
37523	B000NA28IY
11646	B0001FFJR8
43823	B002GY6N7W
77360	B0038P1D5U
78411	B00073K87A
4207	6305120757
14745	B0007UDCX0
72762	B0029AEN8E
63743	B001W79ML8
79639	B0038P1D5A
11462	630242044X
74367	B0038P1D5K
84804	B000E7DM90
14028	B0007IO740
43704	B000USSHZW
71480	B002C4N5L8
73135	B002VWON8A
51535	B0016PGLX8
38184	B000ETRAAK
73786	B003ZY3050
36832	B000E3UFWG
56643	B001H3KWAC
37389	630404240X
29285	B000FP2ZW6
17156	B0009PVZM8
13434	B0001DCXU6
3210	B00000IBT5
81887	B004A5EWZK
69065	B001AD1NMA
65933	B004WJT5H4
52019	6304306644
87778	B00505QQLM
10876	B0002I83OA
25347	B000I0RV90
33775	B0002VET4U
7774	B00014K5S2
3723	B0000ACP1U
27826	B000J2DAYM
24373	B000E5N69S
21735	B00008RH3K
12113	B00006B1HO
39751	B000NNUWYS
48816	B0001US7D6
10956	6304499205
48494	6302676878
52714	B0012UEMY2
45269	B000WUL4JY
85855	B0046WCM7M
15777	B0006J616C
27690	B0002PYSDS
42975	B000A88F18
31634	B001HT49O6
26895	B000E0ODZO
35719	B006T5V9BY
72335	B000LC4Z9O
71462	B002P7UCOU
39927	B000I0RV9A
5009	B0000DBJAL
38875	B000LC4Z9E
22677	B000AQ69FY
58292	B001HATT9K
48579	B0006FKL4E
3650	B0000CDNWR
30300	B006TLZAOK
47049	B000AQ69FO
29782	B009DB9E22
16649	6305499187
25877	B0009CTT6A
29329	B00000IBTA
82631	B004AM5Q3K
46945	B000WGZGVA
71104	B0012RD41C
49335	B001Z39WG4
70067	B002TUU5YA
63864	B0017DQF94
55608	B001D7T6A4
34344	6302606950
9628	B00023P44W
40377	B000UX6TP2
66781	B00267N3EA
78745	B00005YJ8C
14623	B0000A3820
11446	B000624D0A
67457	B0033BISWK
17486	B0007GP7UA
87878	B0049AF6T2
60472	B0002O04YQ
29667	B000FII252
29888	B000FKO3WG
42457	B000ARFPV2
4640	B00000F09Y
49494	B0013FSL0C
19641	B0007GP7UU
65307	B001TH37NU
85837	B004IMDCKG
41406	B0050D6TIE
87126	B0049AF6TW
31626	B000I2JDEO
23558	B0000YTPAM
60833	B002Y3K13W
34154	B000I2JDEE
1997	6303937403
83116	B0047DKLCI
75022	B002BX0LTO
86363	B0042YU1EU
20786	B0002HJMTQ
48713	B0012VCMT8
14444	B0049AF6TM
66432	B001TH37N0
80912	B004DEBKVW
84251	B0030DOC94
4415	B0000DI4US
77826	B003H9M26Q
74519	6302889111
12123	6303651674
44543	B000UYX4RM
43335	B000F8EBQ6
50655	B0000DI4UC
63458	B0012RD412
55550	B000RPCJAW
39454	B003IKVXUU
82526	B004AM5Q30
4165	B006JJ52OU
50758	B0015R31YO
65949	B000Q6GWZK
73445	B0031ESUYU
31936	5554476554
82731	B003CSPADE
320	6302525799
55023	B000Q6GWZA
85806	B002DGLR5Q
51244	B0015R31YY
74407	B0037SGKTW
32811	B000IJ79U2
26276	B00005B73L
51220	B00005B73O
49828	B0001H0A70
62378	B001CZVVV4
82922	B004ZP56J6
27344	B000FIMG6I
5412	B0000A1HO2
44206	B00111YM60
72304	B002IVLWD8
19092	B0000A1HO6
19482	B0000A1HO5
36213	B0009HMTG2
5474	B00007GZR4
6379	1885538758
79810	B001O4C6WG
197	6302299632
2394	B0000A1HOF
5839	B00007GZRL
24333	B00097E6UY
5564	B0000A1HOO
23384	6304601808
87735	B004SXYQSC
2308	B0000A1HOP
35213	B000IJ79UC
40558	B004SK9CL6
69286	B0013XZ6OS
33270	B000IJ79UM
44759	B0001H0A7K
27287	B000FIMG68
32317	B000K0YM0Y
3161	B00007GZRU
82215	B004714B9E
18845	B0009KQPAK
33593	6301648056
52224	B000PSJBGQ
19924	B005DN7VGU
57939	B001BSH198
65647	B005DWANTS
30592	B000BQ5J9A
4895	B00067IEGY
88592	1932978976
66608	B00277QFEE
65927	B001UWOLPC
39200	B00013D5AI
1191	B00006FDAZ
22450	B0002XZVEK
36011	B0002XZVEU
58497	B00006FDAF
33462	B002NJUN44
29623	B000FQISFS
72009	B0008ENHT4
26840	B000F0V0LS
44983	B000VALY5Y
70295	B002QDKU5Y
75503	B0018BF33E
44711	B000UUX2KU
77483	B003498S5S
27915	B0007RQOSS
58380	B001BM6DWK
32158	B0002MPPYC
56500	B001D7T460
73763	B0031Y800O
38822	B004VDL826
22279	B000VALY54
17037	6302841860
38774	B000KHX8MU
73207	6301015681
26921	B000A16SHS
62380	B002Q7GLDU
23372	B008D19Z36
44569	B000UUX2K0
40345	B000EHQ0A8
68526	B001P1GQYW
22345	B00006FDA7
12582	B0006FFRQQ
2840	B00006FDA9
6843	B000RC2FBS
81952	B0016MZPM4
11325	B0002Z0F1W
24864	B003YLM7B2
33866	B000IU37MK
47685	B00002L618
87930	B004LWL0NE
81643	B003KK59X0
64252	B00007G1TW
6690	B00019GHDE
55436	0977962539
29354	6303535038
6672	B00019GHDO
26042	B000CEXF74
62199	B001NXDHOO
14904	B0006N0E8E
80867	B003Z6YMA0
59771	0849975298
74469	B002Q3N2C2
27472	B000F5Z6UO
42168	B000RO8TK2
60506	B0016PWWUY
78808	B003N2JKOO
38793	B0001DI0CG
13701	B00069FKYQ
60969	B001RPKK0W
58205	B0011UXVWW
3995	0967539013
70174	B0007TKHVQ
59367	B001E181Y6
71928	B001GP6PV6
4118	B0000C23H9
86761	B0042FUHRU
85679	1400315093
85974	B007JYGI2O
19573	B0009U5FUG
83694	B003DR7YRO
21876	B0009POI0Y
47692	B000EQ5QCW
64630	B001E181YQ
88651	B005MTHRDM
28433	B000FS2VZO
1638	B000127M62
36741	B000KCHY2K
67808	B001TKJDMG
32096	B000FS2VZE
77908	B002N5L4W8
83991	B0046BAAUE
58662	B000YAQFAU
75398	B003BZ58QC
83935	B004R36QUE
80913	B002A9JXQG
6382	B00019GHD4
18392	B0009H1CII
53282	B0016LHH62
60031	B000CEXF7Y
24632	B000LW7RX0
52364	B000C1VALA
70899	B001PHDL30
78838	B004ODLUGM
22155	B000BB1980
60509	B0002SDZIY
88451	B004R29B9I
1526	6304963564
53035	B000QFCDGS
4335	B00094ARW8
43682	6300268969
12352	B00028G73Y
38790	B000JBXHAA
12623	B0006Q93YM
64407	B001PPGAM6
10630	630456435X
82373	B0016PUSWI
36997	6303142508
52658	B0007N1JMS
33555	630433107X
43111	B000NHHE04
46276	B000WDTO20
45566	B000UZDO76
8057	B0000TLAA0
62298	B001R0KH3W
34417	B003AILX14
5050	B00013RCAC
25731	B000EULK7S
59237	B000NIIUD8
77423	B0013Z2VH6
72874	B002U6CJL0
73890	B00380F716
12299	B0002MQFHS
61364	B0025RRU3G
46126	B000JJS42S
3469	6301005236
16057	B0001DMW8E
6426	6301216253
35185	B0019FUFKA
1670	B00008O35S
68083	6301229169
53257	B001DB91TQ
28460	B000LW7RXA
33117	B00094ARWS
83774	B0032U3QDI
52566	1570762694
79056	B004672T8E
29286	B000EU1OKG
19507	B000ATQYUG
78089	B0021543G4
83411	B003Y4ZCS4
40069	B000LJL29I
83867	B0036APHOA
81897	B003R20CSI
19626	B000ATQYUQ
56942	8015371694
84103	B0030BF7FY
67332	B001VH7AQ8
14858	B00065GHHO
12534	B00000G3CH
41114	B000J1K78U
67725	B0038Q4RUW
9692	B00000G3CE
83164	B0042RJWT2
57561	B001NFNFNU
79010	B003WIGOL6
34774	B0009IWFTM
39339	B000MG2LOK
83637	B0043XD08Y
20410	B0002PYSYM
41523	B000RL6G8M
58520	B001LMAKAG
14494	B003V3FRTW
9750	B0002PYSYC
61064	B001NFNFN0
80797	B0042RJWTW
64259	5552642759
67768	B002BFBAVU
61622	B001O3W73A
80806	B0042RJWTC
41996	B000RL6G8W
77974	B0036APHO0
62343	B000SKKDC2
38301	B000FP2ZLC
34731	B004X2GSFC
878	B006H7D6JC
60276	B001H8YAZ0
19583	B000ATQYU6
69022	B0001ZX07E
58390	B001DSNELU
3913	B00000IBKR
70926	B004VZW92W
6230	B0001I55VU
37276	B000ICLS88
19111	B0009353OG
4487	B000067JBG
60585	B001P9N9AS
29042	B000067JBC
72041	B0017P1MKY
21077	B00081U76S
29733	B000MKIR80
41032	B000QCU9WQ
61970	B0017CW5OY
25375	B00080Z5N4
46046	B000VKL8DC
7584	B0001XWZDG
70178	B001NOQ8ZI
66409	B001LQP16K
67132	B000NA2UCS
65094	B001K98MLO
28396	B003Y60CYG
13504	6300270092
77659	B0039BD77U
77014	B003IB0FTE
22978	B000BVNROO
45686	B00076T3O6
27590	B000F8O454
65146	B0027WNOK2
69739	B002PFER0C
74630	B000NA2UCI
84076	0767024028
41633	B000RIWASK
75629	B003M987AG
19157	B0009HBPOY
50329	B000NA2UC8
59335	B001ELXSP8
70400	B002QCKOOW
52958	B001CWWDM8
86921	B004QDUZ70
65900	B001K98ML4
13196	B0006DOQB0
976	B0001I55V0
12900	B0002B55GG
78631	B001KN8RNS
41738	B000WQVU2O
28962	B003A3X150
58516	B001DLH20G
82880	B0013I4YD2
21833	B000BCIOGO
3707	B000067JB9
69121	B002KYIAJ2
56585	B001P9EOHK
68020	B002YCVX5S
75632	B0083SJFZ2
4189	B0000C23HO
39018	B000PMFRY2
19334	B0009PW3RY
61432	B004LLIRSQ
16146	B007I77P0Q
74514	B00376SLOG
41973	B001M02UYG
84807	B004LLIRSG
71775	B002YPBLQG
14651	B0006IO782
33950	B000CDSS68
57876	B001EWVDX6
73441	B000V9KDQG
11513	B0006A9FMI
40846	B000P7V4S0
72291	B002IRYYLY
53323	B000PMG368
74313	B002IRYYLE
73423	B002TQKL7A
33910	B00029NM8G
70300	B004U7EI1G
66202	B0002SDZGQ
77112	B00383XZ6C
45924	B0000C23HS
30736	6304439164
70479	B002IRYYL4
2387	6304963971
49860	B00284BV5Y
4002	B0000C23HP
8247	B00029NM86
37077	B000G1QX9K
58027	B0002V7NRA
87409	B0007L6VW8
42513	B000F8O0YO
48158	B0009DC024
8864	B0002910RG
76876	B000V9KDQ6
37814	B000NQPZLK
19968	B00097DY5M
9854	B0002V7NRU
14105	B00005PJ76
65887	157523680X
18042	B00092ZT1Y
2915	B00008G7IV
21595	B00008G7IY
74825	6301455584
46698	B000CDSS6I
78654	B000Q6OQ3U
65582	B000B86N0W
56319	B001BRZ5C4
74381	B001GKG3CM
71478	B001DNJSCY
41549	B000T5P3VM
51052	B000U1ZV4Y
54235	B0017VG604
67558	B001WB6MDK
81158	B00316DANE
70720	B0021XD1Y6
66411	B001WB6MDA
87198	B004FQX5AM
75446	B00316DANY
79231	0773386548
8003	B00011HJ1Q
10995	6303248810
65253	B001WB6MDU
3409	B0002ZQLVA
71545	B000K2UIYQ
55239	B000ROA08Q
49448	B000PHVY9E
53413	B0002BO0P8
87704	B000GBEWJ8
15119	B0001L3MEO
32557	B000B86N0M
2968	6305759952
74699	B002O0LJWC
3926	B0000E2W0U
1724	B001FH63V2
15285	B00005JNRM
1283	B0001GH7IG
19293	B0007LBM68
26012	B000BTJD4O
35439	B000K4X5US
12547	B0006OU64U
77292	B003GMC85Y
27073	B0008GRFRW
53980	B000G0O59G
74383	B00443A18A
15170	6300128644
4908	B0000E2W08
32226	B000GBEWJI
4164	B0000E2W05
62179	B001OPQ1EO
74608	B00344EAKU
5418	B0000E2W03
57512	B000W4O0W8
24912	B00005ALQY
76351	B0034GK796
44645	B000MRA52Y
17789	6302590620
52440	B0017VG60E
78174	B003TFERAW
54689	B0017VG60O
13210	B0002VKZHK
28594	B00062IZA4
25053	B000YDLYZS
43533	B000TLO5ZQ
371	1573471062
26982	B000F7CDY4
11491	B000641ZYA
64441	B000GAKBQC
47970	B000TV4Q0A
37421	B00009XFKZ
16392	B0007VY5JE
83743	6302258375
34627	B000CQQIVW
84465	B003IB3QB8
40535	B000065FQ9
48399	B0010V4VIA
50033	B0047C66EG
5109	B000OLSSXG
15758	B0007VY5JY
15594	B00076YP26
60142	B0019Z3P6Q
31308	B000CQQIVC
79926	B003TNQ0HW
58718	B002W8STQ0
61029	B001N89ZMM
56550	B00076YP2G
34330	B000CQQIV2
34122	B000LP5FWC
38239	B000KJU1FA
22108	B0007VY5J4
57748	B0019Z3P66
23898	B00076YP2Q
32959	B000KJU1FK
35522	B000FIHN7U
54248	B000K14LMC
60788	B00005NKW6
44290	B000F3AAI4
69925	B000SSETB0
71973	B002ZQD4ZK
65576	B001VOCR1E
27787	B000E1NXNG
25295	6302648726
10737	B00062IZAO
66926	B0028YW3EW
66274	B0029TTXAI
56879	B0007ZZ2Q0
64161	B001YTOIX6
61793	B000REM4WG
2096	630122194X
24408	B0001WTVIE
66950	B0028YW3EC
22132	B0013PVGI6
